Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
1503;122 RUE DE BELLEVILLE;75020;Paris;2009;SIEMP;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;655134.6769;6864022.165;"{""type"": ""Point"", ""coordinates"": [2.388318955391197, 48.874659126759916]}";48.8746591268,2.38831895539
1504;4 RUE LEMON;75020;Paris;2009;SIEMP;21;3;12;0;6;acquisition réhabilitation;;20;logement familial;654401.4712;6863683.408;"{""type"": ""Point"", ""coordinates"": [2.378359406332111, 48.8715612587335]}";48.8715612587,2.37835940633
1556;CITE DES FLEURS - 57, RUE DE LA JONQUIERE 53 RUE GAUTHEY;75017;Paris;2010;AXIMO;4;0;0;0;4;construction neuve;;17;logement familial;650276.6238;6866156.176;"{""type"": ""Point"", ""coordinates"": [2.321838869884817, 48.89349279971083]}";48.8934927997,2.32183886988
1573;6 RUE LETELLIER;75015;Paris;2010;ELOGIE;5;0;5;0;0;construction neuve;;15;logement familial;648225.7781;6861175.123;"{""type"": ""Point"", ""coordinates"": [2.29447648322701, 48.8485378587016]}";48.8485378587,2.29447648323
1582;1-2, CITE BERGERE;75009;Paris;2010;HSF;5;2;3;0;0;construction neuve;;9;logement familial;651848.3872;6863743.326;"{""type"": ""Point"", ""coordinates"": [2.343548214899435, 48.87191427387839]}";48.8719142739,2.3435482149
1596;75-77 RUE SAINT CHARLES;75015;Paris;2010;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;15;logement familial;647634.7953;6861072.506;"{""type"": ""Point"", ""coordinates"": [2.28643627623498, 48.84756727481379]}";48.8475672748,2.28643627623
1857;88, RUE CASTAGNARY;75015;Paris;2011;ELOGIE;8;0;6;0;2;construction neuve;;15;logement familial;649115.8924;6859265.112;"{""type"": ""Point"", ""coordinates"": [2.306833851888625, 48.83143204563739]}";48.8314320456,2.30683385189
1858;5 SQUARE PATENNE;75020;Paris;2011;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656366.4777;6861281.833;"{""type"": ""Point"", ""coordinates"": [2.405393664028789, 48.85010021093642]}";48.8501002109,2.40539366403
1870;198, RUE RAYMOND LOSSERAND;75014;Paris;2011;ELOGIE;2;0;0;0;2;construction neuve;;14;logement familial;649174.9522;6858982.245;"{""type"": ""Point"", ""coordinates"": [2.307672134225473, 48.828892860972665]}";48.828892861,2.30767213423
1898;165 RUE DE VAUGIRARD 13 RUE DALOU;75015;Paris;2011;PARIS HAB;15;3;9;0;3;construction neuve;;15;logement familial;649701.8748;6860485.503;"{""type"": ""Point"", ""coordinates"": [2.314671678967557, 48.842453052275985]}";48.8424530523,2.31467167897
1717;ZAC PARIS RIVE GAUCHE LOT M9D1D2;75013;Paris;2010;BATIGERE;71;0;35;0;36;construction neuve;;13;logement familial;654362.571;6858771.624;"{""type"": ""Point"", ""coordinates"": [2.378356261991371, 48.827386891291]}";48.8273868913,2.37835626199
1735;43-45, RUE HALLE;75014;Paris;2010;RIVP;13;2;9;0;2;acquisition réhabilitation;;14;logement familial;650905.688;6859136.309;"{""type"": ""Point"", ""coordinates"": [2.331228923813195, 48.83041252240718]}";48.8304125224,2.33122892381
1754;79, RUE DES MARTYRS;75018;Paris;2010;SIEMP;20;20;0;0;0;construction neuve;"opération abandonnée; réagréée";18;maison relais;651553.4651;6864990.727;"{""type"": ""Point"", ""coordinates"": [2.339385453047097, 48.88310969062371]}";48.8831096906,2.33938545305
1785;5-7, RUE PAJOL;75018;Paris;2010;SIEMP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;653103.2798;6865220.999;"{""type"": ""Point"", ""coordinates"": [2.360492280343404, 48.88529519227035]}";48.8852951923,2.36049228034
1635;20, RUE PRADIER;75019;Paris;2010;SABLIERE;16;0;16;0;0;construction neuve;;19;logement familial;654682.8585;6864151.609;"{""type"": ""Point"", ""coordinates"": [2.382145433399125, 48.87579155460588]}";48.8757915546,2.3821454334
1653;104, RUE ALEXANDRE DUMAS;75020;Paris;2010;RIVP;31;0;24;0;7;acquisition réhabilitation;;20;logement familial;655945.7594;6861861.2;"{""type"": ""Point"", ""coordinates"": [2.399600605982227, 48.85528181854125]}";48.8552818185,2.39960060598
1661;GROUPE PORTE DOREE 5, AVENUE DU GENERAL LAPERRINE 8, RUE MARCEL DUBOIS;75012;Paris;2010;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;12;logement familial;656416.196;6859506.482;"{""type"": ""Point"", ""coordinates"": [2.406253077721408, 48.83413771723907]}";48.8341377172,2.40625307772
1674;90, RUE SAINT DENIS;75001;Paris;2010;TOIT&JOIE;14;4;10;0;0;acquisition réhabilitation;;1;logement familial;652282.5007;6862694.149;"{""type"": ""Point"", ""coordinates"": [2.349584038151657, 48.86251152572067]}";48.8625115257,2.34958403815
1679;10, RUE CUGNOT;75018;Paris;2010;SABLIERE;80;20;44;0;16;construction neuve;;18;logement familial;653478.427;6865925.77;"{""type"": ""Point"", ""coordinates"": [2.365530538453028, 48.89166017109713]}";48.8916601711,2.36553053845
1681;16-20 ET 22-22 BIS, RUE TURGOT;75009;Paris;2010;TOIT&JOIE;19;6;13;0;0;acquisition réhabilitation;;9;logement familial;651965.755;6864772.901;"{""type"": ""Point"", ""coordinates"": [2.345031795515634, 48.881181735690504]}";48.8811817357,2.34503179552
1684;43 BIS, RUE DESNOUETTES;75015;Paris;2010;PARIS HAB;12;4;8;0;0;construction neuve;;15;logement familial;647753.4161;6859771.361;"{""type"": ""Point"", ""coordinates"": [2.28821241677172, 48.83587575432985]}";48.8358757543,2.28821241677
1685;9-13, RUE MECHAIN;75014;Paris;2010;RES.L.F.;10;0;0;0;10;construction neuve;;14;logement familial;651534.7894;6859707.152;"{""type"": ""Point"", ""coordinates"": [2.339733227486011, 48.8355937727367]}";48.8355937727,2.33973322749
1693;21, RUE DE FECAMP;75012;Paris;2010;PARIS HAB;16;0;13;0;3;acquisition réhabilitation;;12;logement familial;655871.471;6859643.031;"{""type"": ""Point"", ""coordinates"": [2.398818351991321, 48.83532865286226]}";48.8353286529,2.39881835199
2059;8-10, AVENUE DE CHOISY (TOUR RIMINI);75013;Paris;2012;COOP.FAM.;1;0;1;0;0;acquisition conventionnement;;13;logement familial;653327.8193;6858050.183;"{""type"": ""Point"", ""coordinates"": [2.364341248408202, 48.82082475038555]}";48.8208247504,2.36434124841
2080;75, BD KELLERMANN;75013;Paris;2012;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652175.835;6857980.293;"{""type"": ""Point"", ""coordinates"": [2.348660180511715, 48.82011178534851]}";48.8201117853,2.34866018051
2084;90, BD MURAT;75016;Paris;2012;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645394.7089;6860309.273;"{""type"": ""Point"", ""coordinates"": [2.256011102018314, 48.84051764470344]}";48.8405176447,2.25601110202
2093;16 BD MONTMARTRE;75009;Paris;2012;GECINA;6;0;0;0;6;construction neuve;;9;logement familial;651688.0854;6863746.322;"{""type"": ""Point"", ""coordinates"": [2.341362578151437, 48.871929211656855]}";48.8719292117,2.34136257815
2115;2 A 10, RUE LE DANTEC;75013;Paris;2012;PARIS HAB;1;0;1;0;0;construction neuve;;13;logement familial;652044.9665;6858982.141;"{""type"": ""Point"", ""coordinates"": [2.346765026179668, 48.829111842043716]}";48.829111842,2.34676502618
2128;32, RUE DES FAVORITES;75015;Paris;2012;PARIS HAB;1;1;0;0;0;construction neuve;;15;logement familial;649016.5153;6859895.915;"{""type"": ""Point"", ""coordinates"": [2.305404574876163, 48.837097029906175]}";48.8370970299,2.30540457488
2129;4 ET 8 RUE JULES BOURDAIS 3 SQUARE DU RHONE;75017;Paris;2012;PARIS HAB;3;0;3;0;0;acquisition réhabilitation;;17;logement familial;648692.0844;6865662.575;"{""type"": ""Point"", ""coordinates"": [2.300288614127567, 48.888929726299715]}";48.8889297263,2.30028861413
1908;241, AVENUE GAMBETTA;75020;Paris;2011;PARIS HAB;18;3;12;0;3;construction neuve;;20;logement familial;656406.2185;6864084.924;"{""type"": ""Point"", ""coordinates"": [2.405647687023081, 48.87531083150949]}";48.8753108315,2.40564768702
1910;48, BOULEVARD ARAGO - 28 RUE DE LA GLACIERE;75013;Paris;2011;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;651915.6567;6859662.293;"{""type"": ""Point"", ""coordinates"": [2.344926811687182, 48.83521888119342]}";48.8352188812,2.34492681169
1915;GROUPE JEAN MOREAS , 1 RUE JEAN MOREAS;75017;Paris;2011;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;17;logement familial;648122.3243;6865406.311;"{""type"": ""Point"", ""coordinates"": [2.2925502379413922, 48.886579592761414]}";48.8865795928,2.29255023794
1949;GROUPE PORTE DE MONTREUIL 1 ET 2 SQUARE DU PERIGORD ET 2 SQUARE DU QUERCY;75020;Paris;2011;PARIS HAB;6;0;6;0;0;acquisition réhabilitation;;20;logement familial;656822.8794;6861622.653;"{""type"": ""Point"", ""coordinates"": [2.411578338075239, 48.853195951194074]}";48.8531959512,2.41157833808
1950;12, RUE DE L'ABBE GREGOIRE;75006;Paris;2011;PARTAGESOL;55;0;0;0;55;construction neuve;;6;établissement d'hébergement pour personnes âgées dépendantes;650390.3787;6861215.45;"{""type"": ""Point"", ""coordinates"": [2.323967159045754, 48.84907081385731]}";48.8490708139,2.32396715905
1981;47-51, RUE DES TROIS FRERES 3, RUE DE LA VIEUVILLE;75018;Paris;2011;RIVP;20;0;20;0;0;acquisition conventionnement;;18;logement familial;651517.0672;6865178.549;"{""type"": ""Point"", ""coordinates"": [2.338867713084455, 48.88479597265346]}";48.8847959727,2.33886771308
1998;7-9, RUE WALDECK ROUSSEAU;75017;Paris;2011;RIVP;60;60;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;17;site de desserrement de foyer de travailleur migrant;647669.7281;6864680.18;"{""type"": ""Point"", ""coordinates"": [2.286468048269324, 48.880013144555186]}";48.8800131446,2.28646804827
2011;110, RUE DE LA ROQUETTE;75011;Paris;2011;SIEMP;8;0;8;0;0;acquisition réhabilitation;;11;logement familial;654377.4459;6862045.94;"{""type"": ""Point"", ""coordinates"": [2.378207668207197, 48.85683402295336]}";48.856834023,2.37820766821
2313;6, RUE DE LA BOETIE;75008;Paris;2013;PARIS HAB;1;0;1;0;0;construction neuve;;8;logement familial;650007.4613;6864040.99;"{""type"": ""Point"", ""coordinates"": [2.3184170360673972, 48.87445082515521]}";48.8744508252,2.31841703607
2317;197, RUE DU FAUBOURG SAINT MARTIN;75010;Paris;2013;PARIS HAB;30;7;23;0;0;acquisition réhabilitation;;10;logement familial;653309.4512;6864611.466;"{""type"": ""Point"", ""coordinates"": [2.363370629834761, 48.87982882448002]}";48.8798288245,2.36337062983
2336;50, RUE LIANCOURT;75014;Paris;2013;PARIS HAB;36;0;24;0;12;acquisition réhabilitation;;14;logement familial;650424.9427;6859638.781;"{""type"": ""Point"", ""coordinates"": [2.324621904454519, 48.83489449295812]}";48.834894493,2.32462190445
2338;115, RUE BRANCION - 1, RUE CHAUVELOT;75015;Paris;2013;PARIS HAB;12;0;12;0;0;construction neuve;;15;logement familial;648748.1092;6859077.555;"{""type"": ""Point"", ""coordinates"": [2.301846593802817, 48.829716192590496]}";48.8297161926,2.3018465938
1799;58 BIS, RUE DU SURMELIN;75020;Paris;2010;SIEMP;5;0;5;0;0;acquisition réhabilitation;;20;logement familial;656424.2031;6863434.645;"{""type"": ""Point"", ""coordinates"": [2.405959574607418, 48.8694642025594]}";48.8694642026,2.40595957461
1826;110-122, RUE DES POISSONNIERS;75018;Paris;2010;PARIS HAB;27;0;0;27;0;construction neuve;;18;logement familial;652567.3748;6866313.808;"{""type"": ""Point"", ""coordinates"": [2.353062640327156, 48.89508316921367]}";48.8950831692,2.35306264033
2014;181 AVENUE DE CLICHY;75017;Paris;2011;SIEMP;19;3;10;0;6;acquisition réhabilitation;;17;logement familial;649818.5275;6866113.394;"{""type"": ""Point"", ""coordinates"": [2.315596410562254, 48.893072536027255]}";48.893072536,2.31559641056
2017;10 RUE MATHIS;75019;Paris;2011;SIEMP;12;0;0;0;12;acquisition réhabilitation;;19;logement familial;654234.8955;6865823.48;"{""type"": ""Point"", ""coordinates"": [2.375857983359385, 48.89079452992192]}";48.8907945299,2.37585798336
2034;82, RUE DOUDEAUVILLE;75018;Paris;2011;TOIT&JOIE;13;0;13;0;0;acquisition conventionnement;;18;logement familial;652366.5539;6865570.789;"{""type"": ""Point"", ""coordinates"": [2.350407118681559, 48.88838665552195]}";48.8883866555,2.35040711868
2190;32, BD DE REUILLY;75012;Paris;2012;RIVP;21;6;9;0;6;acquisition réhabilitation;;12;logement familial;655440.5353;6860064.785;"{""type"": ""Point"", ""coordinates"": [2.392903587852313, 48.839091878235635]}";48.8390918782,2.39290358785
2204;74-76, AVENUE FELIX FAURE;75015;Paris;2012;RIVP;8;2;4;0;2;construction neuve;;15;logement familial;647502.8872;6860226.563;"{""type"": ""Point"", ""coordinates"": [2.284743319789591, 48.839949023404166]}";48.8399490234,2.28474331979
2215;ZAC CLICHY BATIGNOLLES LOT O3;75017;Paris;2012;RIVP;89;0;89;0;0;construction neuve;;17;résidence pour étudiants;649809.0049;6865904.441;"{""type"": ""Point"", ""coordinates"": [2.315491246274417, 48.891192766830315]}";48.8911927668,2.31549124627
2257;133, RUE LEON MAURICE NORDMANN;75013;Paris;2013;ELOGIE;1;0;1;0;0;acquisition conventionnement;;13;logement familial;651854.0791;6859513.029;"{""type"": ""Point"", ""coordinates"": [2.344104843357746, 48.833871941449345]}";48.8338719414,2.34410484336
2557;174, RUE LECOURBE 7, RUE LEON LHERMITTE;75015;Paris;2014;PARIS HAB;2;2;0;0;0;acquisition réhabilitation;;15;logement familial;648499.6458;6860384.015;"{""type"": ""Point"", ""coordinates"": [2.298304057919474, 48.84144541383009]}";48.8414454138,2.29830405792
2582;194-196, RUE LECOURBE;75015;Paris;2014;RES.L.F.;35;4;5;0;26;construction neuve;;15;logement familial;648333.9091;6860297.715;"{""type"": ""Point"", ""coordinates"": [2.296056485464505, 48.84065605327777]}";48.8406560533,2.29605648546
2598;11, RUE BOUCHARDON;75010;Paris;2014;RIVP;13;5;8;0;0;construction neuve;;10;logement familial;652856.4005;6863540.498;"{""type"": ""Point"", ""coordinates"": [2.35731237009884, 48.87016485671021]}";48.8701648567,2.3573123701
2599;218, RUE LA FAYETTE;75010;Paris;2014;RIVP;21;1;20;0;0;acquisition conventionnement;;10;logement familial;653607.895;6864843.874;"{""type"": ""Point"", ""coordinates"": [2.367414374051992, 48.88194037466977]}";48.8819403747,2.36741437405
2634;LOTISSEMENT SAUSSURE LOT 4.7 124 RUE DE SAUSSURE;75017;Paris;2014;SABLIERE;74;24;39;0;11;construction neuve;;17;logement familial;649370.2798;6865622.217;"{""type"": ""Point"", ""coordinates"": [2.309541837646838, 48.88862048990721]}";48.8886204899,2.30954183765
2646;20-22, RUE SORBIER;75020;Paris;2014;SIEMP;253;0;0;0;253;acquisition conventionnement;;20;logement familial;655312.9054;6863174.735;"{""type"": ""Point"", ""coordinates"": [2.390837904940077, 48.86705072800461]}";48.867050728,2.39083790494
