Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
841;13, RUE DOUDEAUVILLE;75018;Paris;2007;SIEMP;6;6;0;0;0;construction neuve;;18;logement familial;652949.1252;6865616.023;"{""type"": ""Point"", ""coordinates"": [2.358346469492838, 48.88883626453997]}";48.8888362645,2.35834646949
846;23, RUE DE VARIZE - 40-44, RUE GENERAL DELESTRAINT;75016;Paris;2007;PARIS HAB;48;0;32;0;16;construction neuve;"opération abandonnée; réagréée";16;logement familial;645486.2711;6860461.771;"{""type"": ""Point"", ""coordinates"": [2.257239005697623, 48.841896801349]}";48.8418968013,2.2572390057
860;26-28, RUE FIRMIN GEMIER;75018;Paris;2007;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;opération abandonnée;18;logement familial;650941.9807;6866365.41;"{""type"": ""Point"", ""coordinates"": [2.330888840390923, 48.895425396832216]}";48.8954253968,2.33088884039
864;19-23, RUE EMILE DUPLOYE;75018;Paris;2007;PARIS HAB;1;1;0;0;0;construction neuve;;18;logement familial;652714.3757;6865690.167;"{""type"": ""Point"", ""coordinates"": [2.355136971565716, 48.88948581769696]}";48.8894858177,2.35513697157
1084;35 A 39 RUE FREMICOURT 154-158 BD DE GRENELLE;75015;Paris;2008;PARIS HAB;54;12;31;0;11;construction neuve;;15;logement familial;648635.0263;6861131.069;"{""type"": ""Point"", ""coordinates"": [2.300058306322754, 48.84817443892504]}";48.8481744389,2.30005830632
1098;46 RUE GODEFROY CAVAIGNAC;75011;Paris;2008;LOG.FR.;24;8;16;0;0;acquisition réhabilitation;"opération abandonnée; réagréée";11;logement familial;654525.3699;6862035.608;"{""type"": ""Point"", ""coordinates"": [2.380224754944819, 48.85675156648205]}";48.8567515665,2.38022475494
1351;120, RUE LAURISTON;75016;Paris;2009;RIVP;51;8;30;0;13;acquisition conventionnement;;16;logement familial;647576.7257;6863076.113;"{""type"": ""Point"", ""coordinates"": [2.285397945658012, 48.86558067227039]}";48.8655806723,2.28539794566
1373;30, RUE BARON - 27, RUE LANTIEZ;75017;Paris;2009;RIVP;29;3;16;0;10;acquisition conventionnement;;17;logement familial;650422.2;6866335.501;"{""type"": ""Point"", ""coordinates"": [2.3238032958638613, 48.89511661959351]}";48.8951166196,2.32380329586
1403;22, RUE NOLLET;75017;Paris;2009;RIVP;23;3;14;0;6;acquisition réhabilitation;;17;logement familial;650392.731;6865284.893;"{""type"": ""Point"", ""coordinates"": [2.3235241421502932, 48.88566664818465]}";48.8856666482,2.32352414215
1291;12-14, RUE DU DESSOUS DES BERGES;75013;Paris;2009;ELOGIE;9;3;6;0;0;construction neuve;;13;logement familial;654131.0475;6858467.134;"{""type"": ""Point"", ""coordinates"": [2.375235544479154, 48.824632125954174]}";48.824632126,2.37523554448
1315;14 RUE DE THIONVILLE;75019;Paris;2009;SIEMP;11;0;11;0;0;acquisition conventionnement;;19;logement familial;654675.9917;6865562.941;"{""type"": ""Point"", ""coordinates"": [2.381901195648696, 48.88848279306912]}";48.8884827931,2.38190119565
1317;5 RUE DE LA PLAINE;75020;Paris;2009;COOP.FAM.;10;2;8;0;0;acquisition réhabilitation;;20;logement familial;655944.8382;6861266.072;"{""type"": ""Point"", ""coordinates"": [2.399649716736316, 48.84992978051608]}";48.8499297805,2.39964971674
1334;SAINT LAMBERT 4 RUE GUSTAVE LARROUMET;75015;Paris;2009;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;648359.8873;6860570.459;"{""type"": ""Point"", ""coordinates"": [2.296377303458206, 48.843110914371046]}";48.8431109144,2.29637730346
1344;93-95-97 BD MACDONALD;75019;Paris;2009;SIEMP;37;0;10;0;27;acquisition réhabilitation;;19;logement familial;654914.5441;6866654.551;"{""type"": ""Point"", ""coordinates"": [2.385038348117311, 48.89831599322501]}";48.8983159932,2.38503834812
1605;51 RUE MARX DORMOY;75018;Paris;2010;RES.L.F.;3;3;0;0;0;construction neuve;;18;foyer pour jeunes travailleurs ou résidence pour jeunes;653045.6509;6865540.356;"{""type"": ""Point"", ""coordinates"": [2.359671143083721, 48.88816286394269]}";48.8881628639,2.35967114308
1457;5, RUE FRANCOIS PINTON;75019;Paris;2009;PARIS HAB;22;0;8;0;14;acquisition conventionnement;;19;logement familial;655279.3617;6864842.274;"{""type"": ""Point"", ""coordinates"": [2.390205122624629, 48.882044236511646]}";48.8820442365,2.39020512262
1463;4 AVENUE DE LA SŒUR ROSALIE;75013;Paris;2009;PARIS HAB;30;0;18;0;12;acquisition conventionnement;;13;logement familial;652588.2256;6859295.713;"{""type"": ""Point"", ""coordinates"": [2.354129936365315, 48.831972021279]}";48.8319720213,2.35412993637
1473;33-35, AVENUE JEAN JAURES;75019;Paris;2009;TOIT&JOIE;17;0;17;0;0;acquisition réhabilitation;;19;logement familial;654094.3896;6865062.742;"{""type"": ""Point"", ""coordinates"": [2.374024097124131, 48.8839434568814]}";48.8839434569,2.37402409712
1228;26, RUE CAUCHY 15-31, RUE DE LA MONTAGNE DE L'ESPEROU;75015;Paris;2008;PARIS HAB;127;13;76;0;38;acquisition conventionnement;;15;logement familial;646815.5527;6860502.747;"{""type"": ""Point"", ""coordinates"": [2.275344593240264, 48.84237637541881]}";48.8423763754,2.27534459324
1699;18, RUE BEAUNIER;75014;Paris;2010;PARIS HAB;8;3;5;0;0;acquisition réhabilitation;;14;logement familial;650815.8765;6858445.544;"{""type"": ""Point"", ""coordinates"": [2.330085384712016, 48.82419354181788]}";48.8241935418,2.33008538471
1480;3, RUE DE BELLEVUE;75019;Paris;2009;SIEMP;6;1;5;0;0;acquisition réhabilitation;;19;logement familial;655453.1257;6864533.045;"{""type"": ""Point"", ""coordinates"": [2.392606847403627, 48.879275462502825]}";48.8792754625,2.3926068474
1483;96, RUE PHILIPPE DE GIRARD;75018;Paris;2009;SIEMP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;653099.7509;6865727.118;"{""type"": ""Point"", ""coordinates"": [2.360388256648736, 48.88984629225253]}";48.8898462923,2.36038825665
1490;41, RUE ORTEAUX;75020;Paris;2009;SIEMP;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;656114.3874;6862013.013;"{""type"": ""Point"", ""coordinates"": [2.401883016457986, 48.85665857493837]}";48.8566585749,2.40188301646
1509;6, RUE DES PANOYAUX;75020;Paris;2009;SIEMP;18;0;0;0;18;acquisition réhabilitation;;20;logement familial;654869.1215;6863092.278;"{""type"": ""Point"", ""coordinates"": [2.384797366584902, 48.86627826272306]}";48.8662782627,2.38479736658
1534;43-53 RUE DU CHAROLAIS;75012;Paris;2009;SABLIERE;60;60;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;12;site de desserrement de foyer de travailleur migrant;654791.9739;6860442.901;"{""type"": ""Point"", ""coordinates"": [2.384027491387082, 48.84244712898319]}";48.842447129,2.38402749139
1568;48 RUE DU ROCHER;75008;Paris;2010;ELOGIE;11;2;7;0;2;construction neuve;;8;logement familial;650164.6823;6864418.491;"{""type"": ""Point"", ""coordinates"": [2.320516145747965, 48.87785776991581]}";48.8778577699,2.32051614575
1593;1-3 SQUARE DELORMEL 28 AV DU GENERAL LECLERC;75014;Paris;2010;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;14;logement familial;650822.6496;6859301.324;"{""type"": ""Point"", ""coordinates"": [2.330078744311216, 48.83189018697543]}";48.831890187,2.33007874431
1861;6, RUE MONTESQUIEU;75001;Paris;2011;ELOGIE;24;24;0;0;0;construction neuve;;1;maison relais;651502.1566;6862771.001;"{""type"": ""Point"", ""coordinates"": [2.338939238972324, 48.86314436629104]}";48.8631443663,2.33893923897
1864;30-32, QUAI DES CELESTINS;75004;Paris;2011;ELOGIE;47;47;0;0;0;construction neuve;;4;foyer pour jeunes travailleurs ou résidence pour jeunes;653006.11;6861607.089;"{""type"": ""Point"", ""coordinates"": [2.359566972003096, 48.852788894751946]}";48.8527888948,2.359566972
1888;10, RUE LECUIROT;75014;Paris;2011;LOGIS.TR.;10;3;7;0;0;construction neuve;;14;logement familial;650118.2906;6859002.559;"{""type"": ""Point"", ""coordinates"": [2.320519065529418, 48.82914924034293]}";48.8291492403,2.32051906553
1893;20-26, RUE DE CRONSTADT;75015;Paris;2011;PARIS HAB;2;2;0;0;0;construction neuve;;15;logement familial;648729.1006;6859554.169;"{""type"": ""Point"", ""coordinates"": [2.301530244148485, 48.83400089758053]}";48.8340008976,2.30153024415
1747;41, RUE MONTIBOEUF;75020;Paris;2010;RIVP;42;6;27;0;9;acquisition réhabilitation;;20;logement familial;656270.0657;6863175.187;"{""type"": ""Point"", ""coordinates"": [2.403885101327897, 48.86712048700455]}";48.867120487,2.40388510133
1758;168 RUE DE CRIMEE;75019;Paris;2010;SIEMP;7;0;7;0;0;construction neuve;;19;logement familial;654381.7515;6865709.035;"{""type"": ""Point"", ""coordinates"": [2.377873011402483, 48.88977578753693]}";48.8897757875,2.3778730114
1770;GROUPE PRINCES 5 RUE DU GENERAL ROQUES;75016;Paris;2010;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645339.5716;6860223.603;"{""type"": ""Point"", ""coordinates"": [2.255270917531465, 48.8397425449669]}";48.839742545,2.25527091753
1781;7, IMPASSE DUPUY;75018;Paris;2010;SIEMP;4;0;4;0;0;acquisition réhabilitation;;18;logement familial;653175.5504;6865563.633;"{""type"": ""Point"", ""coordinates"": [2.361439972526095, 48.88838164591276]}";48.8883816459,2.36143997253
1609;32 BIS RUE DU COTENTIN;75015;Paris;2010;RIVP;15;0;12;0;3;acquisition conventionnement;;15;logement familial;649561.8294;6860064.0;"{""type"": ""Point"", ""coordinates"": [2.31281359037536, 48.838651530343974]}";48.8386515303,2.31281359038
1626;GROUPE MARIE LAURENT 1, ALLEE MARIE LAURENT;75020;Paris;2010;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;20;logement familial;656174.7;6861249.035;"{""type"": ""Point"", ""coordinates"": [2.402783734905288, 48.849792242461405]}";48.8497922425,2.40278373491
1643;18, RUE DE LA VOUTE;75012;Paris;2010;RIVP;24;6;13;0;5;construction neuve;;12;logement familial;656495.8785;6860775.427;"{""type"": ""Point"", ""coordinates"": [2.407208785041996, 48.845554838496994]}";48.8455548385,2.40720878504
1694;61, AVENUE DENFERT ROCHEREAU;75014;Paris;2010;PARIS HAB;8;0;8;0;0;acquisition conventionnement;;14;logement familial;651257.7196;6859953.232;"{""type"": ""Point"", ""coordinates"": [2.335930545502217, 48.837785887778395]}";48.8377858878,2.3359305455
2077;5, RUE MONTHOLON;75009;Paris;2012;ELOGIE;12;5;5;0;2;construction neuve;;9;logement familial;652169.1785;6864257.707;"{""type"": ""Point"", ""coordinates"": [2.347863454654524, 48.876563881606316]}";48.8765638816,2.34786345465
2131;40, RUE DE LA CHAPELLE;75018;Paris;2012;PARIS HAB;16;4;6;2;4;construction neuve;;18;logement familial;653062.3961;6866079.867;"{""type"": ""Point"", ""coordinates"": [2.359839845153163, 48.89301571123604]}";48.8930157112,2.35983984515
1901;127-131 RUE DU CHEMIN VERT 106-108 AVENUE DE LA REPUBLIQUE;75011;Paris;2011;PARIS HAB;15;0;15;0;0;construction neuve;;11;logement familial;654796.2918;6862766.868;"{""type"": ""Point"", ""coordinates"": [2.383839240128089, 48.863346786379815]}";48.8633467864,2.38383924013
1906;46-50 RUE DE LA POMPE;75016;Paris;2011;PARIS HAB;38;9;19;0;10;construction neuve;;16;logement familial;646873.9289;6862666.586;"{""type"": ""Point"", ""coordinates"": [2.275869575081676, 48.86184030767987]}";48.8618403077,2.27586957508
1911;GROUPE EXPOSITIONS 5, AVENUE DE LA PORTE DE LA PLAINE;75015;Paris;2011;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;648062.6978;6859141.18;"{""type"": ""Point"", ""coordinates"": [2.292502648745439, 48.83023351125522]}";48.8302335113,2.29250264875
1935;LEFEBVRE PERICHAUX 119 BD LEFEBVRE;75015;Paris;2011;PARIS HAB;7;0;4;0;3;construction neuve;;15;logement familial;648449.6996;6859063.882;"{""type"": ""Point"", ""coordinates"": [2.297783527374659, 48.82956943319034]}";48.8295694332,2.29778352737
1968;2-2 BIS, RUE DE L'ARBALETE 20, RUE DES PATRIARCHES;75005;Paris;2011;RIVP;6;0;6;0;0;acquisition conventionnement;;5;logement familial;652330.1903;6860257.86;"{""type"": ""Point"", ""coordinates"": [2.350507185023224, 48.8406056426581]}";48.8406056427,2.35050718502
1972;112, RUE DE RENNES 78, BD RASPAIL 15, RUE DU REGARD;75006;Paris;2011;RIVP;19;0;19;0;0;acquisition conventionnement;;6;logement familial;650649.3066;6861079.368;"{""type"": ""Point"", ""coordinates"": [2.32751120438799, 48.847866919420504]}";48.8478669194,2.32751120439
1975;81-83, BD DE PORT ROYAL;75013;Paris;2011;RIVP;56;0;56;0;0;acquisition conventionnement;;13;logement familial;651801.0819;6859960.068;"{""type"": ""Point"", ""coordinates"": [2.343332247310379, 48.837888231183534]}";48.8378882312,2.34333224731
1989;3 RUE NICOLAI;75012;Paris;2011;RIVP;8;1;6;0;1;construction neuve;;12;logement familial;655396.6915;6859621.865;"{""type"": ""Point"", ""coordinates"": [2.392352702642345, 48.83510562130113]}";48.8351056213,2.39235270264
2001;14BIS RUE DE LA MOUZAIA 14 RUE DES MIGNOTTES;75019;Paris;2011;RIVP;12;0;8;0;4;acquisition réhabilitation;;19;logement familial;655405.66;6864613.0;"{""type"": ""Point"", ""coordinates"": [2.391951287118577, 48.879991193037206]}";48.879991193,2.39195128712
2268;3, RUE DU GENERAL ROCQUES;75016;Paris;2013;ELOGIE;1;0;1;0;0;acquisition conventionnement;;16;logement familial;645361.172;6860216.103;"{""type"": ""Point"", ""coordinates"": [2.255566161269889, 48.83967692963316]}";48.8396769296,2.25556616127
2277;10, RUE DE PARADIS;75010;Paris;2013;ERILIA;23;6;12;0;5;acquisition réhabilitation;;10;logement familial;652640.2425;6864039.492;"{""type"": ""Point"", ""coordinates"": [2.35431009120204, 48.87463634199392]}";48.874636342,2.3543100912
2288;ZAC BEDIER BOUTROUX;75013;Paris;2013;GAMBETTA L;35;0;0;0;35;construction neuve;;13;résidence pour étudiants;653924.6774;6858041.049;"{""type"": ""Point"", ""coordinates"": [2.3724708907853023, 48.8207855414928]}";48.8207855415,2.37247089079
2292;1-2, CITE BERGERE;75009;Paris;2013;HSF;6;3;3;0;0;construction neuve;;9;logement familial;651846.944;6863753.658;"{""type"": ""Point"", ""coordinates"": [2.343527369620434, 48.87200707931477]}";48.8720070793,2.34352736962
2296;ZAC CLICHY BATIGNOLLES LOT O6A;75017;Paris;2013;IMM 3F;74;15;36;0;23;construction neuve;;17;logement familial;649454.0801;6865911.819;"{""type"": ""Point"", ""coordinates"": [2.3106501204923022, 48.89123134749839]}";48.8912313475,2.31065012049
2311;141, BD RASPAIL;75006;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;6;logement familial;650793.1193;6860519.762;"{""type"": ""Point"", ""coordinates"": [2.329535554397661, 48.84284539498786]}";48.842845395,2.3295355544
2315;43, RUE SAINT LAZARE;75009;Paris;2013;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;9;logement familial;651244.8423;6864289.311;"{""type"": ""Point"", ""coordinates"": [2.335257802294689, 48.876778773013456]}";48.876778773,2.33525780229
2316;115, BOULEVARD DE LA VILLETTE;75010;Paris;2013;PARIS HAB;29;7;17;0;5;construction neuve;;10;logement familial;653791.239;6864645.514;"{""type"": ""Point"", ""coordinates"": [2.369935860483714, 48.88016976074683]}";48.8801697607,2.36993586048
2320;10-12, RUE CANDIE;75011;Paris;2013;PARIS HAB;16;3;10;0;3;construction neuve;;11;logement familial;654499.9269;6861425.182;"{""type"": ""Point"", ""coordinates"": [2.379943333772649, 48.85126023787525]}";48.8512602379,2.37994333377
2337;88, AVENUE DENFERT ROCHEREAU;75014;Paris;2013;PARIS HAB;75;0;0;0;75;construction neuve;;14;foyer pour personnes handicapées;651124.4725;6859802.5;"{""type"": ""Point"", ""coordinates"": [2.334132577199293, 48.83642025625431]}";48.8364202563,2.3341325772
2341;202, RUE DE LA CONVENTION;75015;Paris;2013;PARIS HAB;13;5;5;0;3;acquisition conventionnement;;15;logement familial;648384.5297;6859890.566;"{""type"": ""Point"", ""coordinates"": [2.296795548736345, 48.83699862046504]}";48.8369986205,2.29679554874
1795;268-270, RUE DE BELLEVILLE;75020;Paris;2010;SIEMP;15;0;10;0;5;acquisition réhabilitation;"opération abandonnée; réagréée";20;logement familial;656136.6727;6864148.227;"{""type"": ""Point"", ""coordinates"": [2.401966336051106, 48.87586180048893]}";48.8758618005,2.40196633605
1815;ZAC PARIS RIVE GAUCHE LOT M10C;75013;Paris;2010;RIVP;129;0;129;0;0;construction neuve;;13;résidence pour étudiants;654406.1827;6858630.404;"{""type"": ""Point"", ""coordinates"": [2.37896541677943, 48.8261199619359]}";48.8261199619,2.37896541678
1823;12, RUE DE L'ERMITAGE;75020;Paris;2010;SIEMP;8;0;0;0;8;construction neuve;;20;logement familial;655368.7158;6863522.402;"{""type"": ""Point"", ""coordinates"": [2.391562149214062, 48.870181112849956]}";48.8701811128,2.39156214921
1830;24 RUE DARCET;75017;Paris;2011;ADOMA;21;21;0;0;0;construction neuve;;17;maison relais;650479.3403;6865135.666;"{""type"": ""Point"", ""coordinates"": [2.324722545540928, 48.884331368913806]}";48.8843313689,2.32472254554
2039;25 RUE BEAUREGARD 19 RUE DE LA LUNE;75002;Paris;2011;VILEAL;14;4;10;0;0;acquisition conventionnement;;2;logement familial;652356.5371;6863491.633;"{""type"": ""Point"", ""coordinates"": [2.350503740687061, 48.86968864203612]}";48.869688642,2.35050374069
2046;45, AVENUE DU GENERAL BIZOT;75012;Paris;2012;ADOMA;92;92;0;0;0;acquisition réhabilitation;;12;foyer pour jeunes travailleurs ou résidence pour jeunes;656020.7319;6859589.321;"{""type"": ""Point"", ""coordinates"": [2.400857270207644, 48.83485583488403]}";48.8348558349,2.40085727021
2205;76, RUE DE LA COLONIE;75013;Paris;2012;RIVP;1;0;0;0;1;construction neuve;;13;logement familial;652413.9742;6858390.954;"{""type"": ""Point"", ""coordinates"": [2.351857456851837, 48.823822557772324]}";48.8238225578,2.35185745685
2221;14, RUE DU DEPARTEMENT;75019;Paris;2012;SIEMP;7;0;0;0;7;construction neuve;;19;logement familial;653524.1068;6865233.844;"{""type"": ""Point"", ""coordinates"": [2.366229239645465, 48.88544121557912]}";48.8854412156,2.36622923965
2223;33-35 RUE ORNANO;75018;Paris;2012;SIEMP;31;11;15;0;5;construction neuve;;18;logement familial;652129.6792;6866236.826;"{""type"": ""Point"", ""coordinates"": [2.347101827350464, 48.894358504382964]}";48.8943585044,2.34710182735
2224;4, RUE GUSTAVE GOUBLIER;75010;Paris;2012;SIEMP;8;2;6;0;0;construction neuve;;10;logement familial;652751.676;6863623.527;"{""type"": ""Point"", ""coordinates"": [2.355875537961894, 48.8709038457639]}";48.8709038458,2.35587553796
2233;12, RUE CASTEX;75004;Paris;2012;TOIT&JOIE;1;0;1;0;0;acquisition conventionnement;;4;logement familial;653512.0572;6861650.491;"{""type"": ""Point"", ""coordinates"": [2.366456980541829, 48.853215911735326]}";48.8532159117,2.36645698054
2541;2, RUE CRILLON;75004;Paris;2014;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;4;logement familial;653415.9598;6861116.213;"{""type"": ""Point"", ""coordinates"": [2.365205944202673, 48.84840422716159]}";48.8484042272,2.3652059442
2586;69, RUE DES ORTEAUX;75020;Paris;2014;RES.L.F.;10;0;0;0;10;construction neuve;;20;logement familial;656295.6119;6861974.119;"{""type"": ""Point"", ""coordinates"": [2.404356829714162, 48.85632112254733]}";48.8563211225,2.40435682971
2589;50, RUE DE TURBIGO;75003;Paris;2014;RIVP;18;1;17;0;0;acquisition conventionnement;;3;logement familial;652765.1308;6862999.016;"{""type"": ""Point"", ""coordinates"": [2.3561283769672112, 48.86528871969464]}";48.8652887197,2.35612837697
2409;4-8, RUE DE LA JUSTICE;75020;Paris;2013;RIVP;26;0;0;0;26;acquisition conventionnement;;20;logement familial;656498.7828;6863464.305;"{""type"": ""Point"", ""coordinates"": [2.406973196167394, 48.869735971869105]}";48.8697359719,2.40697319617
2423;10-14 RUE DE LONDRES;75009;Paris;2013;SIEMP;37;12;18;0;7;construction neuve;;9;logement familial;650840.5335;6864319.115;"{""type"": ""Point"", ""coordinates"": [2.329742151383364, 48.8770160562656]}";48.8770160563,2.32974215138
2359;2, RUE CHAMPIONNET;75018;Paris;2013;PARIS HAB;33;0;33;0;0;construction neuve;;18;résidence pour étudiants;652538.9706;6866327.66;"{""type"": ""Point"", ""coordinates"": [2.352673701746647, 48.895205641222475]}";48.8952056412,2.35267370175
2368;GROUPE GRANDS CHAMPS 3, RUE DES GRANDS CHAMPS;75020;Paris;2013;PARIS HAB;2;0;2;0;0;acquisition réhabilitation;;20;logement familial;655936.5335;6861335.08;"{""type"": ""Point"", ""coordinates"": [2.39952939990143, 48.85054980160434]}";48.8505498016,2.3995293999
2382;106, BOULEVARD KELLERMANN 99, RUE DE L'AMIRAL MOUCHEZ;75013;Paris;2013;RIVP;13;0;0;0;13;acquisition conventionnement;;13;logement familial;651916.4349;6857930.242;"{""type"": ""Point"", ""coordinates"": [2.345133103191466, 48.81964237138046]}";48.8196423714,2.34513310319
2159;ZAC CLICHY BATIGNOLLES LOT O4A;75017;Paris;2012;PARIS HAB;140;28;70;0;42;construction neuve;;17;logement familial;649664.406;6865740.363;"{""type"": ""Point"", ""coordinates"": [2.313538747340397, 48.889705991379195]}";48.8897059914,2.31353874734
2815;218, RUE DU FAUBOURG SAINT DENIS;75010;Paris;2015;RIVP;14;8;6;0;0;acquisition réhabilitation;;10;logement familial;653015.2748;6865005.816;"{""type"": ""Point"", ""coordinates"": [2.3593160597748, 48.88335370320436]}";48.8833537032,2.35931605977
2829;2-12, RUE EMILE FAGUET 5-7, RUE MONTICELLI;75014;Paris;2015;RIVP;2;0;2;0;0;construction neuve;;14;logement familial;650811.2254;6858194.124;"{""type"": ""Point"", ""coordinates"": [2.330051091161053, 48.82193212781028]}";48.8219321278,2.33005109116
2835;101, RUE DE LA JONQUIERE;75017;Paris;2015;RIVP;12;7;5;0;0;construction neuve;;17;logement familial;649898.4985;6866343.124;"{""type"": ""Point"", ""coordinates"": [2.316659932353704, 48.89514462667234]}";48.8951446267,2.31665993235
2839;19, RUE DE LA CONDAMINE;75017;Paris;2015;RIVP;9;5;4;0;0;acquisition réhabilitation;;17;logement familial;650394.9387;6865462.42;"{""type"": ""Point"", ""coordinates"": [2.323533507329948, 48.887263253937434]}";48.8872632539,2.32353350733
2840;230, RUE DE COURCELLES;75017;Paris;2015;RIVP;12;7;5;0;0;construction neuve;;17;logement familial;648183.2179;6865699.585;"{""type"": ""Point"", ""coordinates"": [2.293344802260047, 48.88922179007831]}";48.8892217901,2.29334480226
2783;155, RUE DU CHÂTEAU;75014;Paris;2015;PARIS HAB;14;7;7;0;0;acquisition réhabilitation;;14;logement familial;650276.7618;6859546.037;"{""type"": ""Point"", ""coordinates"": [2.322614122494083, 48.83404902567505]}";48.8340490257,2.32261412249
3002;5, RUE DAMPIERRE;75019;Paris;2016;RIVP;2;0;0;0;2;acquisition réhabilitation;;19;logement familial;654822.452;6866197.502;"{""type"": ""Point"", ""coordinates"": [2.383830916647049, 48.8941994726459]}";48.8941994726,2.38383091665
2687;4 CITE SAINT MARTIN;75010;Paris;2015;AXIMO;1;0;1;0;0;acquisition conventionnement;;10;logement familial;652951.0927;6863832.85;"{""type"": ""Point"", ""coordinates"": [2.358570835316101, 48.872800841349616]}";48.8728008413,2.35857083532
2707;6, PASSAGE DESGRAIS;75019;Paris;2015;BATIGERE;6;0;0;0;6;construction neuve;;19;logement familial;654027.9867;6865915.908;"{""type"": ""Point"", ""coordinates"": [2.373026282113308, 48.891610961260604]}";48.8916109613,2.37302628211
2717;12, RUE GOUTHIERE;75013;Paris;2015;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652354.6003;6858015.751;"{""type"": ""Point"", ""coordinates"": [2.351090790963167, 48.82044390290839]}";48.8204439029,2.35109079096
2729;52, RUE DE VOUILLE;75015;Paris;2015;ELOGIE;8;3;3;0;2;construction neuve;;15;logement familial;649185.4755;6859535.333;"{""type"": ""Point"", ""coordinates"": [2.3077494249984882, 48.83386764799862]}";48.833867648,2.307749425
2738;14, AVENUE DU PERE LACHAISE ET 11, RUE MALTE BRUN;75020;Paris;2015;ELOGIE;17;5;7;0;5;acquisition réhabilitation;;20;logement familial;655838.7688;6862856.026;"{""type"": ""Point"", ""coordinates"": [2.398039169275477, 48.86422088646936]}";48.8642208865,2.39803916928
2739;3, SQUARE PATENNE;75020;Paris;2015;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656372.3845;6861258.803;"{""type"": ""Point"", ""coordinates"": [2.405476517507751, 48.84989350195888]}";48.849893502,2.40547651751
2891;4, RUE NICOLAS CHUQUET 26, RUE PHILIBERT DELORME;75017;Paris;2016;AXIMO;1;1;0;0;0;acquisition conventionnement;;17;logement familial;648941.454;6865657.296;"{""type"": ""Point"", ""coordinates"": [2.303689848627818, 48.888902077934965]}";48.8889020779,2.30368984863
2920;GROUPE CHARENTON MEUNIERS 281-295, RUE DE CHARENTON;75012;Paris;2016;HAB.CONF.;54;0;0;0;54;construction neuve;;12;résidence pour personnes âgées;655470.615;6859608.603;"{""type"": ""Point"", ""coordinates"": [2.393361138062236, 48.83499146635685]}";48.8349914664,2.39336113806
2923;5-5BIS RUE DE VAUCOULEURS;75011;Paris;2016;HSF;17;5;7;0;5;construction neuve;;11;logement familial;654350.019;6863379.284;"{""type"": ""Point"", ""coordinates"": [2.377690667220005, 48.86882268174299]}";48.8688226817,2.37769066722
2935;105, AVENUE DE CLICHY;75017;Paris;2016;IMM 3F;19;9;10;0;0;construction neuve;;17;logement familial;650283.473;6865701.367;"{""type"": ""Point"", ""coordinates"": [2.321985540277414, 48.889403416200516]}";48.8894034162,2.32198554028
2937;29, RUE PIERRE FONTAINE;75009;Paris;2016;HENEO;1;1;0;0;0;acquisition réhabilitation;;9;logement familial;651105.009;6864935.451;"{""type"": ""Point"", ""coordinates"": [2.333276981314138, 48.88257871525092]}";48.8825787153,2.33327698131
2944;19-23, RUE LAMBLARDIE;75012;Paris;2016;PARIS HAB;48;18;19;0;11;acquisition conventionnement;;12;logement familial;655826.19;6860252.617;"{""type"": ""Point"", ""coordinates"": [2.398138195777114, 48.84080761714359]}";48.8408076171,2.39813819578
2973;11, RUE DE LA JUSSIENNE;75002;Paris;2016;RIVP;9;5;4;0;0;acquisition conventionnement;;2;logement familial;651913.577;6863030.989;"{""type"": ""Point"", ""coordinates"": [2.344517521252651, 48.865513239617535]}";48.8655132396,2.34451752125
3332;36, RUE MYRHA;75018;Paris;2018;ELOGIE SIEMP;8;0;1;0;1;construction neuve;;18;logement familial;652566.439;6865428.207;"{""type"": ""Point"", ""coordinates"": [2.353148823190425, 48.88711922159157]}";48.8871192216,2.35314882319
3379;44-50, RUE SEBASTIEN MERCIER 5, RUE EMMANUEL CHAUVIERE;75015;Paris;2018;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;15;logement familial;647127.922;6860675.955;"{""type"": ""Point"", ""coordinates"": [2.279578958548947, 48.843959730032985]}";48.84395973,2.27957895855
